prNumber,Util,NLP,APM,Network,DB,Interpreter,Error Handling,Logging,Lang,Data Structure,DevOps,i18n,Setup,Logic,Microservices,ML,Test,Search,IO,UI,Parser,Security,Cloud,Big Data,Event Handling,App,GIS,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,Multi Thread,Multimedia,CG,OS
5123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add search for citations in latex files (back-end and gui),here is a **latex parser tool** that reads each file line by line  parses and analyzes them for detecting different citation formats.  its user interface consists of a first dialog box that will **ask the user for a directory** to search tex files. then  the user could **select specific files**. after that  the tool parses these files and **shows all the bibliographic entries found** in a new dialog box.  ![latex_parser](  related issue: 5002](  ----  -   -   -  -   () -  ( -   ( []()?),,5002,add search for citations in latex files (back-end and gui),here is a **latex parser tool** that reads each file line by line parses and analyzes them for detecting different citation formatsits user interface consists of a first dialog box that will **ask the user for a directory** to search tex files then the user could **select specific files** after that the tool parses these files and **shows all the bibliographic entries found** in a new dialog box![latex_parser]( issue: 5002](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| thanks a lot!,latex integration,dear jabref users we have accepted one student (@davidemdot) for google summer of code who will be working to improve jabref the topic of his work is to improve the workflow for latex and jabref users for example to import citations from a tex filehe is actively looking for feedback on his use cases and prototype designs of course additional ideas are always welcome as well!http://discoursejabreforg/t/project-latex-integration-please-give-us-your-feedback/1660,|| first of all congratz @davidemdot  if the tex file is related with bib file the solution would become rather complex the workflow would be something like 1 search and find \cite in tex file2 extract the keyword of the related bib entry3 search bibtex file for that keyword and extract the bib entry itself4 list bib entries in jabref main table5 add forward and backward integration for editing bib entriesim nor pro in latex or jabref but always would love to help out in any issues or related workhari || thanks so much @harinda05! i really appreciate your time the workflow that you propose is broadly what it has been planned therefore i am happy to agree with your point of viewwhenever you may have some spare time it would be great if you could have a look at some prototypes please they are shown in this forum thread: particular here is the prototype for finding bibliographic entries:![finding bibliographic entries]( || hi @davidemdot  i tested your additions with my thesis and i found it actually useful 👍 however i found an issue: in the citations search results (and the tab) you show the quoting paragraph in the tooltip as there is no automated linebreak this tooltip becomes very large is there a way to automatically break the paragraph into multiple lines and to shorten long paragraphs into about 5 lines before and after the quotation? long urls probably have to be shortened by force || @calixtushi there!thank you for your quick and positive feedback big point what you commented we will work on it and have a solution as soon as possible![tooltip]( you again! || there is a class called tool tip text util or similar maybe you can add it there || as this is project is now finished and the feature included in the latest development versions ill close this issue feel free to experiment with it and report any problems that you encounter or suggestions for improvement,1.0,0.0,add user interface for the tex parser tool (#5103),,0,0,0,0
5195,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add citation commands to texparser,we added a few more citation commands:  autocite    autocite    blockcquote   and  textcquote .  this pr 5194.  ----  -   -   -  -   () -  ( -   ( []()?),,5194,add citation commands to texparser,we added a few more citation commands: `autocite` `autocite` `blockcquote` and `textcquote`this pr 5194-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,latex citations search -  missing citations,i tested around the latex citations search feature with my text and found that some citations were not parsedi often used the autocite command   `\autocite{carmody2014}` and also sometimes i used `\blockcquote[p 18]{nelson1999}{blablabla}`tested in current master they were not recognizedthose should be integrated  see also this cheatsheet for a list of other cite commandshttp://tugctanorg/info/biblatex-cheatsheet/biblatex-cheatsheetpdf@davidemdot,,1.0,0.0,add citation commands to texparser: autocite blockcquote and textcquote,,0,0,0,0
5210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix double paste on different os,4845  fixes #4699  fixes #4836   upon pasting macos calls the system paste as well as jabrefframe.editaction#execute(). this caused a duplicate call of the paste.,,4836,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| working in linux as well!,pasting text happens twice,steps to reproduce the behavior:1 paste any text into entry editor/search field etc (using ⌘ + v)2 the text is pasted twice does not happen using right-click -> pastejabref 50 dev 85e684b5e6c04c8f47834b3c0a960a9c53d00a3cmac os x 10143 x86_64 java 180_191,|| cannot confirm under windows please try java 8u202 as there have been several bug fixes for mac: || it still persists with latest (18u202) oracle jdk || addon: if an entry is pasted into the maintable it is also pasted twice || reproduced this bug start to work on it  || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,1.0,0.0,merge remote-tracking branch upstream/master into fix-double-paste* upstream/master:  fix: database mode is always saved as biblatex (#5211),,0,0,0,0
5210,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix double paste on different os,4845  fixes #4699  fixes #4836   upon pasting macos calls the system paste as well as jabrefframe.editaction#execute(). this caused a duplicate call of the paste.,,4845,fix double paste on different os,4845 fixes #4699 fixes #4836 upon pasting macos calls the system paste as well as jabrefframeeditaction#execute() this caused a duplicate call of the paste,|| working in linux as well!,cut and paste duplicates entry in original table,to reproduce 1 open two bibliographies2 copy (command-c) one (or more) entries from first bibliography3 switch to second bibliography and paste with (command-v)then in the entry is added to the second - but also duplicated in the first bibliographyinfo:```jabref 50-dev--snapshot--2019-04-03--master--a273eb1famac os x 10143 x86_64 java 180_191```i think it might be linked with  - also here pasting with right click does not trigger it,|| seems to be only a mac issue on windows 10 i cannot confirm this try updating your java to 8u202 there have been several mac specific fixes || > seems to be only a mac issue on windows 10 i cannot confirm this> try updating your java to 8u202 there have been several mac specific fixesi did the update  however the issue is unaffected || i have a mac os i will investigate it  || @bdcaf  @tobiasdiez  cant reproduce it run jabref via `intellij idea` latest master || thanks to @linusdietz  and @stefan-kolb  this issue is now fixed in the latest master!,1.0,0.0,merge remote-tracking branch upstream/master into fix-double-paste* upstream/master:  fix: database mode is always saved as biblatex (#5211),,0,0,0,0
5229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,add doi  url  eprint  field to general tab layout,4612           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4612,add doi url eprint  field to general tab layout,4612        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,general fields layout: url and doi missing,default layout does not contain the fields urldoiarxiv and so on:,|| applies only to bibtex i think || this should be a preferences issue only as it can be configured via options -> setup general fields || this has really high priority as we do every fetching based on the doi fields! || > applies only to bibtex i thinkapplies to both modes as far as i can see,1.0,0.0,add doi url eprint  field to general tab layout,,0,0,0,0
5266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,issue #5223,issue #5223  add @software and  @dataset entrytype as an option in the biblatex and bibtex. add fields eventitle  eventdate and venue to @unpublished entry type. i used the misc set of fields to supplement software and dataset  couldn t find documentation about specific fields that should be included in @software and @dataset entry type.  ![entrytype]( ![entrytypepreferences](     ----  -   -   -  -   () -  ( -   ( []()?),,522,issue #5223,issue #5223 add @software and  @dataset entrytype as an option in the biblatex and bibtex add fields eventitle eventdate and venue to @unpublished entry type i used the misc set of fields to supplement software and dataset couldnt find documentation about specific fields that should be included in @software and @dataset entry type ![entrytype](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| looks good so far please add a changelog entryregarding the fields: you can look up in the biblatex documentation: 211: the next time please do not enter the issue number in the title of the pr because github cant link it then if you write closes #xxxx or xxx then the issue will be automatically closed when the pr is merged || which biblatex styles support `@dataset`? || biblatex-bath does (https://ctanorg/pkg/biblatex-bath),many rankings disappear in jabref 30,helloi just tried to work more seriously with the new version of jabref and noticed some issues:1 my database has approximately 200 papers with rankings i can see them with a plain text editor and they are shown in jabref 211    -> the new version of jabref shows only ranks for some entries (5) all the others disappeared the text editor doesnt show any differences between the ones shown and the hidden onesi can send my bib file per mail on request,|| please send the bib file to me my email should appear on my github site:  || as reported to koppor:the ranks were shown one day later may be it was caused somehow by either the very first start of jabref or importing preferences without restarting jabref || @teertinker so everything is fine for you now?@koppor could you reproduce the issue with the bib file? if not i would suggest to close the issue for now || everything works for me now it was not a problem of my bib file it was either related to loading my bib file the first time with jabref 30 or importing preferences without restarting jabref in either case the reported issue isnt one,1.0,0.0,fix empty line,|| i think `software` and `dataset` are specific to biblatex and thus shouldnt be added here for the bibtex entry types,0,0,0,0
5266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,issue #5223,issue #5223  add @software and  @dataset entrytype as an option in the biblatex and bibtex. add fields eventitle  eventdate and venue to @unpublished entry type. i used the misc set of fields to supplement software and dataset  couldn t find documentation about specific fields that should be included in @software and @dataset entry type.  ![entrytype]( ![entrytypepreferences](     ----  -   -   -  -   () -  ( -   ( []()?),,5223,issue #5223,issue #5223 add @software and  @dataset entrytype as an option in the biblatex and bibtex add fields eventitle eventdate and venue to @unpublished entry type i used the misc set of fields to supplement software and dataset couldnt find documentation about specific fields that should be included in @software and @dataset entry type ![entrytype](  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| looks good so far please add a changelog entryregarding the fields: you can look up in the biblatex documentation: 211: the next time please do not enter the issue number in the title of the pr because github cant link it then if you write closes #xxxx or xxx then the issue will be automatically closed when the pr is merged || which biblatex styles support `@dataset`? || biblatex-bath does (https://ctanorg/pkg/biblatex-bath),add software and dataset to biblatex entry types,the most recent version of biblatex now has the new fields `@software` and `@dataset` `@unpublished` entry type now also supports type eventtitle eventdate and venuewe should add them as well,|| thank you for reporting this issue we think that is already fixed in our development version and consequently the change will be included in the next releasewe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version,1.0,0.0,fix empty line,|| i think `software` and `dataset` are specific to biblatex and thus shouldnt be added here for the bibtex entry types,0,0,0,0
5325,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,use binding to update global state manager,         ( (        use javafx binding instead of a listener to update the global state manager. that seems to work more reliable and fixes a bunch of issues. in particular  3142  and fixes #4441.  moreover  i fixed an error that was thrown when interacting with the toolbar (missing open statement but we were using reflection...).  ----  -   -   -  -   () -  ( -   ( []()?),,3142,use binding to update global state manager,        ( (      because github does not support autolinking there -->use javafx binding instead of a listener to update the global state manager that seems to work more reliable and fixes a bunch of issues in particular 3142  and fixes #4441moreover i fixed an error that was thrown when interacting with the toolbar (missing open statement but we were using reflection)-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,the group panel is not updated when switching between certain libraries,jabref 40-beta3windows 7 61 amd64 java 180_131steps to reproduce:1 open jabref with multiple libraries2 switch between the libraries3 the updating of the group panel is extremely slow and not always correct-i have the following screenshots to show that behaviour: when i switch from chapter04bib to  endokrinologiekunde20170513vs400bib and vice versa the group panel is not updated while switching to fatmetabolism20170608vs400bib it is updated and then back to either chapter04bib or endokrinologiekunde it is chapter04 has 275 entries fatmetabolism has 900 and endokrinologiekunde has 1991 entries (  <summary>log file</summary>    ```  paste an excerpt of your log file here  ```</details>,|| refs #2690 || this can be reproduced in the following way: - start jabref with two bib files and the the groups side pane open - create a new database - jabref will switch to the new database but the groups side pane will display the tree of the last selected databaseif tracked the problem down to this part: the groups side pane should repaint but the `jfxpanel` does not necessarily do that the only way  i found (and i tried many ways) to force it was by re-creating the completed pane ie by putting this code into the conditional:```            stackpane root  new stackpane()            rootgetchildren()addall(new grouptreeview()getview())            scene scene  new scene(root)            groupspanesetscene(scene)```but that leads to an ugly flicker in the ui resetting the scene with a newly created instance is the key without that no change happens@tobiasdiez how can i force the `groupspane` to refresh without having to rebuild all its contents? there has to be some way to do this || @lenhard i cannot reproduce the issue with the steps you describe with the latest master for me an empty groups tree is displayed for the new database codewise it (should) work as follows: the statemanager is notified about the new database propagates the event to the group tree view the tree is updated triggers a repaint of the tree due to the binding || @tobiasdiez hm you use win10 right? if you cannot reproduce this maybe the problem is related to win7 because for me it is no problem to reproduce and i have the same setting as @bernhard-kleine we might need more help tracking this down from other people that use different settings || yes im on win10 can you please verify that  is invoked (with the proper empty database as argument) when you create a new database  || i debugged this and the method is invoked with the empty database this is the case for bibtex and biblatex but unfortunately the group tree doesnt get updated properly || can reproduce exactly as described by jörg (maybe you need to switch between the bibs a bit):( || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version,1.0,0.0,use binding to update global state manager,|| yeah i was about to report that encountered this yesterday but forgot to report it || can this be removed or why is this (still) uncommented? what did it do? || to be honest i have no idea -) probably to restore the window size on start feel free to investigate -),0,0,0,0
5326,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix problem with search and switching between libraries,4846 by using bindings instead of listeners.           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,4846,fix problem with search and switching between libraries,4846 by using bindings instead of listeners        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,cleared search is redone after switching library,to reproduce:1 open two libraries2 search in first one3 clear search in first4 switch to second library5 switch back to firstthen in first library the search is restoredinfo:```jabref 50-dev--snapshot--2019-04-03--master--a273eb1famac os x 10143 x86_64 java 180_191```,|| @bdcafi recently worked on the search feature and i would like you to try out this version here and report back if it is now working for you: || did a quick test  unfortunately it still restores the deleted search || thanks for your feedback will look into this in #4897  || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version,1.0,0.0,merge branch master into fix4846,|| adjust the comment or remove it because you pass an optional,0,0,0,0
5328,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improve group coloring and item count,5327. the problem was that  gettreetablerow.getitem()  in  viewmodeltreetablecellfactory  still returned the old item (and not the new one passed as method argument to  updateitem ).   since i was already looking at the code  this pr also fixes #3112 that improves the coloring after an entry was added to the group. also fixes #2857 (at least i couldn t replicate it anymore).           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,2857,improve group coloring and item count,5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group also fixes #2857 (at least i couldnt replicate it anymore)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,group membership not indicated by colour if jabref is opened and entry is selected immediately,jabref 400-dev--snapshot--2017-05-20--master--01e854829windows 10 100 amd64 java 180_1311 open a large database (eg >6000 entries and several 100 static groups)2 if you dont wait for a couple of seconds before you start selecting an entry but instead choose to immediately select one once the databse is visible (ie the graphical user interface of jabref has appeared) the respective group of the selected entry will not be indicated by the green number3 once that has happened no matter what entry you select its group membership will not be indicated by colours in the groups panel4 to overcome this issue you have to close jabref then reopen it and wait for a couple of seconds after having opened the database i guess that some modules (?) are still loaded in the background - if you are too quick in using jabref the loading of those modules will be stopped leading to this behaviour (which was indeed quite difficult to replicate but i think ive now found the pattern),|| jabref 50-dev--snapshot--2019-09-18--master--1601770f4windows 10 100 amd64 java 1104-bellsoftthis appears to be fixed in the latest dev version cheers!,1.0,0.0,improve group coloring and item count5327 the problem was that `gettreetablerowgetitem()` in `viewmodeltreetablecellfactory` still returned the old item (and not the new one passed as method argument to `updateitem`) since i was already looking at the code this pr also fixes #3112 that improves the coloring after an entry was added to the group,,0,0,0,0
5352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bring back the context menu,as explained in  it is no longer possible to customize the context menu items  because the classes related to the text field behavior are not accessible. thus  instead i simply copied the relevant code from openjdk. pretty ugly workaround 5254 and refs   moreover  i removed the custom tab handling because it is now working as expected (i.e. #2902 is fixed in java 9+).    ...       ( (         ----  -   -   -  -   () -  ( -   ( []()?),,2902,bring back the context menu,as explained in  it is no longer possible to customize the context menu items because the classes related to the text field behavior are not accessible thus instead i simply copied the relevant code from openjdk pretty ugly workaround 5254 and refs  i removed the custom tab handling because it is now working as expected (ie #2902 is fixed in java 9+)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,tab-navigation instead of shift-tab,currently you have to use shift+tab to move from one field to another in the entry editorhttps://stackoverflowcom/questions/12860478/tab-key-navigation-in-javafx-textarea,|| (: @matthiasgeiger  || attention!shift+tab usually moves the cursor to the _previous_ field on the contrary tab moves to the _following_ tabtherefore i suggest to keep unmodified the behaviour of shift+tab but to add the usual behavior of the tab button || this should be fixed in the latest development version could you please check the build from  thanks! || checked right now v 40 beta2 and working!many thanks!,1.0,0.0,merge branch master into contextmenu,,0,0,0,0
5354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix group color when scrolling,5022. problem was that the pseudo-class was not initialized correctly but was only triggered upon changes.           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,5022,fix group color when scrolling,5022 problem was that the pseudo-class was not initialized correctly but was only triggered upon changes        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,group view update missing when scrolling,jabref 50-dev latest snap versionlinux 515-300fc30x86_64 amd64 java 180_212a) i have many many groups so that i can only view groups by scrolling up/downb) an entry x is member of several groups one top and bottom group (bottom/top as in view-wise)expected behaviour:when i select entry x the respective groups are highlighted green i can scroll up and down and i can view which groups the entry is part ofactual behaviour: when i select entry x the respective visible groups are highlighted green any non-visible group is not highlighted when i scroll up and down all highlights are lostscreencast at https://ownclouditudk/indexphp/s/axtiqqgm7cbaybb,,1.0,0.0,fix group color when scrolling5022 problem was that the pseudo-class was not initialized correctly but was only triggered upon changes,,0,0,0,0
5432,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix cursor jump,5084. the entry editor was very aggressive and stole the focus from the search bar or from the main table. this lead to problems like #5084 where users overwrite the contents of the entry while doing a search. moreover  it made it impossible to navigate between entries using the arrow keys in the main table. both of these issues are fixed now.           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,5084,fix cursor jump,5084 the entry editor was very aggressive and stole the focus from the search bar or from the main table this lead to problems like #5084 where users overwrite the contents of the entry while doing a search moreover it made it impossible to navigate between entries using the arrow keys in the main table both of these issues are fixed now        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),|| when you create a new entry the focus should be in the first field does this still hold true?  || @siedlerchr thats a good suggestion but does not even work in the current master something for another pr maybe,cursor jumps from search to entry window and overrides content,usingjabref 50-dev--snapshot--2019-06-16--master--8d99db113linux 4150-52-generic amd64 java 180_172when i type a search term into the search field and the entry editor tab is open sometimesat arbitrary unexpected moments the cursor jumps into the first field of the entry window removing and overriding the content there i am now trying to avoid this by always closing the edit window before using the search field but when i forget it does still happeni have seen #1938 but as that one is for version 3 and closed i thought it may be more appropriate to open a new issue,|| i am facing same problem even on latest version: jabref 50-dev--snapshot--2019-07-29--master--f6eb5344a || thanks to @tobiasdiez  this is now fixed in the lastest masterwe would like to ask you to use a development build from  and report back if it works for you please remember to make a backup of your library before trying-out this version,1.0,0.0,fix cursor jump5084 the entry editor was very aggressive and stole the focus from the search bar or from the main table this lead to problems like #5084 where users overwrite the contents of the entry while doing a search moreover it made it impossible to navigate between entries using the arrow keys in the main table both of these issues are fixed now,,0,0,0,0
5454,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix highlight issues for lists,5277 and fixes #5035. the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones).           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,5035,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,web search results highlights multiple lines when selecting entries,jabref version: jabref 50-dev--snapshot--2019-06-04--master--9a5b7d1c3 on windows 81 63 amd64-  i have tested the latest development version from  and the problem persistswhen selecting results from a web search and scrolling multiple entries will turn light blue as if they were also selected functionality still appears to work correctly the extra highlighting makes it harder for the user to know which entries were actually selectedsteps to reproduce the behavior:1 open web search2 enter search criteria3 click search button4 in search results window select an entry to import5 scroll down and back up through the entries6 select another entry to import7 multiple entries turn blue even though they were not selected8 only selected entries will actually be imported(https://user-imagesentcom/26610530/59006957-7d90fc80-87f2-11e9-952f-43f9808693ffpng),|| @tobiasdiez im working on this,1.0,0.0,fix highlight issues for lists5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones),,0,0,0,0
5454,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix highlight issues for lists,5277 and fixes #5035. the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones).           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,5277,fix highlight issues for lists,5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones)        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,displaced hover indicator in combobox lists,jabref 50-devwindows 10 100 amd64 java 1103-bellsoft-  i have tested the latest development version from  and the problem persiststhe viewmodelcelllistfactory produces strange behaviour in combination with comboboxes in long lists the hover-indicator is displaced in relation to how far the list can be scrolled downappears only with comboboxes other lists seem to work welldespite this bug selection worksbug was mentioned in the prs #5185 and #5265 steps to reproduce the behavior:1 open fetcher sidepane2 change repository![combobox-cellfactory](https://user-imagesentcom/50491877/64158167-4b665980-ce38-11e9-81ae-15ed90c501c6gif),|| jabref 50-devlinux 500-27-generic amd64 java 180_222cannot reproduce the behaviour mentioned above i reckon this has now been fixed with  (?) || i will start investigations on this || jabref 50-devlinux 500-27-generic amd64 java 1104ok i can now reproduce this behaviour with the current snap version on the --edge channel this indicates that this issue was introduced somewhere between the release of the current snap version (or rather the one from 9th september) on the --beta channel and the current snap version on the --edge channel || @cyraxsector  you can try to narrow down the bug a git bisect: || cannot reproduce the behavior mentioned above can you please provide more information || jabref 50-dev--snapshot--2019-09-26--master--1a6c92c79windows 10 100 amd64 java 1104-bellsofti can still reproduce this behaviour you can force it to happen by scrolling with the mouse wheel in the fetcher sidepane and then switching back to just scrolling with the mouseif you just scroll with the mouse (without using the mouse wheel) you will sometimes encounter the issue and sometimes not but by using the mouse wheel scrolling first and then the mouse scrolling itself afterwards the issue always appears || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || jabref 500-dev--2019-10-18----bc26c3ac5windows 10 100 amd64 java 1202i can confirm that this has been fixed in the current dev version,1.0,0.0,fix highlight issues for lists5277 and fixes #5035 the problem was in both cases that the list view reuses nodes when scrolling (instead of creating new ones),,0,0,0,0
5472,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fix highlight problem in entry preview,5069 by using markjs.           ( (         ----  -   -   -  -   () -  ( -   ( []()?),,5069,fix highlight problem in entry preview,5069 by using markjs        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?),,entry preview lose formating if search field is used,tried with current 5* dev on windows 10entry preview looks nice![snapshot]( when i use the search field eg `keywordslesen` or `authornord` then it looks like this![copy-paste](https://user-imagesentcom/11861496/59857412-328df200-9379-11e9-84b9-ff65369627cdpng),|| issues is from the search highlighting of the search term when you stop searching its back to normal  || the highlighting is handled by this simple javascript code: || i know nothing about jswhat does your last post mean? it is easy to fix or the opposite? || i have tried if this issue still remains in the master branch and not only does it lose formatting it also jumps to the author field automatically so i am rewriting my author after search finds a resultthe formatting goes back to normal when i click to other article not after finishing search as @siedlerchr saidi would like to look at this issue and fix it || the problem is probably that we read the inner text (ie everything without formatting) and then set it as the inner html should work if `documentbodyinnertext` is replaced by `documentbodyinnerhtml` || @tobiasdiez  it is not that easy thats what i did before the problem is then that it displays and searches matches in html tags  || this should be fixed in the latest development version could you please check the build from  thanks! please remember to make a backup of your library before trying-out this version || confirmed it is fixed and working for methanks a lot,1.0,0.0,fix highlight problem in entry preview5069 by using markjs,|| ```suggestion- we fixed an issues where the search highlight in the entry preview did not work 5069]( || please fix indentaiotn! :-d,0,0,0,0
