prNumber,Logging,Data Structure,Logic,Setup,Util,Microservices,Test,App,Search,i18n,Parser,APM,UI,Utlity,Multi Thread,OS,Interpreter,prTitle,prBody,prIssue,issueNumber,issueTitle,issueBody,prComments,issueTitleLink,issueBodyLink,issue_Comments,isPR,isTrain,commitMessage,prCodeReviewComments,NLP,Network,DB,Error Handling,Lang,DevOps,ML,IO,Security,Cloud,Big Data,Event Handling,GIS,Multimedia,CG
1220,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,markdown preview pane,   updated markdown preview pane project to remove script tag and block images with absolute path.      914       this pr adds security feature similar to html preview pane renderer. the following are major features :  1. script tag is removed from the markdig ast before parsing to html. 2. images with absolute paths are blocked from being displayed. 3. clicking on any link will open it in the default user browser. 4. added information bar at the top of previews which have atleast one image blocked.,,914,markdown preview pane,    updated markdown preview pane project to remove script tag and block images with absolute path       914 *        this pr adds security feature similar to html preview pane renderer the following are major features : 1 script tag is removed from the markdig ast before parsing to html2 images with absolute paths are blocked from being displayed3 clicking on any link will open it in the default user browser4 added information bar at the top of previews which have atleast one image blocked,,file explorer md/mark down (pre)viewer,#  mark down files should be rendered in windows# proposed technical implementation details (optional)- file explorer   - render mark down file in the preview pane  - render the top of the mark down in extra large icons (not sure if this makes sense)- powertoys  - mark down render window  - mark down edit (for quick edits)  - mark down lint ?  - edit in <your favorite md editor> button,edit / lint i would defer to tools like notepad / vs code  i really dont see a need for a pt therewhat about different flavors of md that gets hard  a bunch of sites have custom renders || for preview pane json comes to mind and other dev file types || the fix is now available in 016  ||,1.0,0.0,updated assembly version,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,remove script and image element from svg,   removing the [script]( and [image ]( element from the previewing svg to avoid loading images or run scripts from unknown resources. in case of script or image element is found an information bar will be shown on the top of the preview.  (           963       tests passed and validated changes locally.,,963,remove script and image element from svg,    removing the [script]( and [image ]( element from the previewing svg to avoid loading images or run scripts from unknown resources in case of script or image element is found an information bar will be shown on the top of the preview ( other than the issue solved is this relevant to any other issues/existing prs? -->        963*        tests passed and validated changes locally,,have svgs render in preview pane like jpegs do,currently svgs do not render but jpegs do  would be great if we had them render in explorer and the preview pane (https://user-images entcom/1462282/71024072-fda8f080-20b8-11ea-985f-601e57c7739bpng),that should not be a powertoy imo but built into windows along with opening svgs in the photos app || for it being in photos not a bad idea  but wouldnt you want to use the tools inside edge / chrome to edit?also one of the things to remember about powertoys of the past is they got integrated back into windows :) || @crutkas and @ryanbodrug-microsoft  should we create another issue for the svg rendering in explorer since im currently working only on preview pane || > @crutkas and @ryanbodrug-microsoft should we create another issue for the svg rendering in explorer since im currently working only on preview paneyes please do if there isnt one in github already  we have this accounted for in ado but its moved to future work  || yeah right now just getting preview pane going is awesome enough || @crutkas  create a new issue #1341 for svg in explorer editing the description of this issue to `have svgs render in preview pane like jpegs do` || the fix is now available in 016  ||,1.0,0.0,resolve merge conflicts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,save imageresizer settings in json format,   this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings class. the format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change.     1124  . if not  go over [here](      \ - removed the settings.designer.cs autogen file and settings.settings - moved all the settings from settings.designer.cs as properties in settings.cs - implemented save and reload functions for json file read/writing - added thread safety for json file access - added tests for reload/save methods and propertychanged behavior - added newtonsoft.json.dll to the msi/msix installer - fixed dll folder locations in packaginglayout.xml. (earlier set to x64/release which contained the dlls from the test project. changed to x64/release/modules which has the dlls for the correct project).     - added reload_createsfile_when_filenotfound  save_creates_file  save_json_is_readable_by_reload and reload_raises_propertychanged tests - tried without settings.json file and with json file in correct format. tried changing each of the settings in the settings menu. - installed with msix and verified functionality.,,1124,save imageresizer settings in json format,    this pr rewrites the settings handler in imageresizer to store the settings in json instead of the default xml config files created by the applicationsettings classthe format of the file has been made to match the json format used by other powertoys so that shifting to the powertoys c++ settings in the future will not be a breaking change      1124 *      (  *        \- removed the settingsdesignercs autogen file and settingssettings- moved all the settings from settingsdesignercs as properties in settingscs- implemented save and reload functions for json file read/writing- added thread safety for json file access- added tests for reload/save methods and propertychanged behavior- added newtonsoftjsondll to the msi/msix installer- fixed dll folder locations in packaginglayoutxml (earlier set to x64/release which contained the dlls from the test project changed to x64/release/modules which has the dlls for the correct project)    - added reload_createsfile_when_filenotfound save_creates_file save_json_is_readable_by_reload and reload_raises_propertychanged tests- tried without settingsjson file and with json file in correct format tried changing each of the settings in the settings menu- installed with msix and verified functionality,@laviusmotileng-ms i havent faced this installation error did you follow the steps on the [msix readme]( you also share the full path of the msix which is generated from the script? im wondering if its a space in the path issue || > @laviusmotileng-ms i havent faced this installation error did you follow the steps on the [msix readme]( can you also share the full path of the msix which is generated from the script? im wondering if its a space in the path issuei did perhaps im missing something on my computer @udit3333 can you try running the installer from your pc to verify if its only on mine then this shouldnt be a blocker || > > @laviusmotileng-ms i havent faced this installation error did you follow the steps on the [msix readme]( > can you also share the full path of the msix which is generated from the script? im wondering if its a space in the path issue> > i did perhaps im missing something on my computer @udit3333 can you try running the installer from your pc to verify if its only on mine then this shouldnt be a blocker> yes its working for me || > > > @laviusmotileng-ms i havent faced this installation error did you follow the steps on the [msix readme]( > > can you also share the full path of the msix which is generated from the script? im wondering if its a space in the path issue> > > > > > i did perhaps im missing something on my computer @udit3333 can you try running the installer from your pc to verify if its only on mine then this shouldnt be a blocker> > > yes its working for methanks there is something i missed on my side  ||,store imageresizer settings in json format,#  imageresizer settings are currently implemented using the [winforms application settings]( which store the settings in a userconfig file which is xml to match the other powertoys it should be shifted to a settingsjson file,marking this resolved as it has been shifted to the settingsjson file creating a separate issue (#1413) for tracking the registry entry used for enable/disable ||,1.0,0.0,added comments on reload/appfixture and added constructor andispose,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,preview pane telemetry,   added telemetry base class to use in preview pane c# project and added telemetry events in preview pane.      914      1. added telemetry event when markdown is previewed and if markdown preview has errors. 2. added error bar on top of preview window when preview fails.,,914,preview pane telemetry,    added telemetry base class to use in preview pane c# project and added telemetry events in preview pane       914     1 added telemetry event when markdown is previewed and if markdown preview has errors2 added error bar on top of preview window when preview fails,,file explorer md/mark down (pre)viewer,#  mark down files should be rendered in windows# proposed technical implementation details (optional)- file explorer   - render mark down file in the preview pane  - render the top of the mark down in extra large icons (not sure if this makes sense)- powertoys  - mark down render window  - mark down edit (for quick edits)  - mark down lint ?  - edit in <your favorite md editor> button,edit / lint i would defer to tools like notepad / vs code  i really dont see a need for a pt therewhat about different flavors of md that gets hard  a bunch of sites have custom renders || for preview pane json comes to mind and other dev file types || the fix is now available in 016  ||,1.0,0.0,corrected assembbly version for svg renderer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,markdown image files display,   1.  bug with html display going out of screen. 2. replaced  xdocument  with  htmlagilitypack  since xdocument wasn t able to process uncompleted html tags.      914,,914,markdown image files display,    1   bug with html display going out of screen2 replaced `xdocument` with `htmlagilitypack` since xdocument wasnt able to process uncompleted html tags       914,,file explorer md/mark down (pre)viewer,#  mark down files should be rendered in windows# proposed technical implementation details (optional)- file explorer   - render mark down file in the preview pane  - render the top of the mark down in extra large icons (not sure if this makes sense)- powertoys  - mark down render window  - mark down edit (for quick edits)  - mark down lint ?  - edit in <your favorite md editor> button,edit / lint i would defer to tools like notepad / vs code  i really dont see a need for a pt therewhat about different flavors of md that gets hard  a bunch of sites have custom renders || for preview pane json comes to mind and other dev file types || the fix is now available in 016  ||,1.0,0.0,removed duplicate function,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, a grid editor issue,    this pull request fixes the bug described in #1307          1307  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. :           tested manually in several tricky scenarios.,,1307,  a grid editor issue,    this pull request fixes the bug described in #1307          1307 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  :         tested manually in several tricky scenarios,@ivan100sic we had a plan to better document our fancyzones editor so maybe it would be good to add few coments in the code describing bit better what was the intention to do it that way since it would be really hard to track it later and solve potential bugs in it || > @ivan100sic we had a plan to better document our fancyzones editor so maybe it would be good to add few coments in the code describing bit better what was the intention to do it that way since it would be really hard to track it later and solve potential bugs in itadded a comment explaining the general idea || @przemyslawtusinski please review this pr (github doesnt let me add you as a reviewer) || tested and works as intendedis it possible to unit test that fuction? || in general adding comments to the code is not that good of an idea in my opinion comments get outdated very fast is better to write the code that is self-explaining naming variables and function in descriptive way its very easy to be misleaded by outdated comment and its very had to keep comments up to datealso unit tests have comment-like function to describe the code and doesnt get outdated  || > in general adding comments to the code is not that good of an idea in my opinioncomments get outdated very fast is better to write the code that is self-explaining naming variables and function in descriptive way its very easy to be misleaded by outdated comment and its very had to keep comments up to datei agree that in many cases the intention of the code is explicit and in those cases comments are not needed but its not always like thatwhen the intention is not explicit assuming that the code by itself explains all the reasons why it was implemented in that way may lead to future regressions in some cases it is a good practice to link to the issue it fixesregressions are happening all the time and good comments along with good unit and functional tests help a lot in that regard || its good to have variables with descriptive names || i can get rid of the inner while loops without changing the functionality this will simplify code || any reason why this cant get merged in anytime soon? || i was waiting for reviewers looks like there are no more issues ||,fancyzones editor - selected zones do not form a rectangle,    ```windows build number: 10018363657powertoys version: 0141 : fancyzones```#  ![pr-extend](  all zones except the leftmost one get selected#  only two zones are selected# screenshotssee above<!-- if applicable add screenshots to help explain your problem -->,theres a merge-zones-feature?! cool || keep it open until 016 is released || the fix is now available in 016  ||,1.0,0.0,removed redundant comment more camelcase,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, resizer thumbs not being shown,     issue #857  it s just one line of code         857  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan.       nothing too smart going on here      tested on scenarios where the previous version did not work  now it works as one might expect.,,857,  resizer thumbs not being shown,      issue #857 its just one line of code         857 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan      nothing too smart going on here    tested on scenarios where the previous version did not work now it works as one might expect,,missing resizer thumbs,  environmentwindows build: 10018362145powertoys version: 014 (fancyzone editor)  reproduction stepsopen the fanzyzones grid editorcreate some splits within the editormerge the zones created togethercreate a split again in the merged zone  expected outcomethe split has a resizer thumb that can be used to change the size of the zones created  actual outcomethe resizer thumb is missing from the split (https://user-images entcom/4148594/70135557-30e38c80-1682-11ea-90b1-6b4ec1167950png)![image](https://user-imagesgithubusercontentcom/4148594/70135718-8455da80-1682-11ea-8fd0-e64c4cbd1b30png)![image](https://user-imagesgithubusercontentcom/4148594/70135679-71430a80-1682-11ea-83d0-b0c575f58890png),note: to merge zones shift click a zone and drag the mouse to the adjacent zone a pop up will show up with the merge button || i have a fix || the fix is now available in 016  ||,1.0,0.0,  resizer thumbs not being shown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,svg preview handler block external component,   customize the web browser control to handle  dispid_ambient_dlcontrol  to block images  scripts and other external component.  more details:    current pr is build on top of an existing [pr](   changes: 1. added an implementation of  webbrowserext  to set flags for securing the preview with web browser control. 2. removed the implementation of removing  <image>  and  <script>  tags. as it will be handle by the control itself.      963       successfully run and validate the svg preview handlers to block images and scripts.,,963,svg preview handler block external component,    customize the web browser control to handle `dispid_ambient_dlcontrol` to block images scripts and other external componentmore details:  pr is build on top of an existing [pr]( changes:1 added an implementation of `webbrowserext` to set flags for securing the preview with web browser control2 removed the implementation of removing `<image>` and `<script>` tags as it will be handle by the control itself      963 *        successfully run and validate the svg preview handlers to block images and scripts,,have svgs render in preview pane like jpegs do,currently svgs do not render but jpegs do  would be great if we had them render in explorer and the preview pane (https://user-images entcom/1462282/71024072-fda8f080-20b8-11ea-985f-601e57c7739bpng),that should not be a powertoy imo but built into windows along with opening svgs in the photos app || for it being in photos not a bad idea  but wouldnt you want to use the tools inside edge / chrome to edit?also one of the things to remember about powertoys of the past is they got integrated back into windows :) || @crutkas and @ryanbodrug-microsoft  should we create another issue for the svg rendering in explorer since im currently working only on preview pane || > @crutkas and @ryanbodrug-microsoft should we create another issue for the svg rendering in explorer since im currently working only on preview paneyes please do if there isnt one in github already  we have this accounted for in ado but its moved to future work  || yeah right now just getting preview pane going is awesome enough || @crutkas  create a new issue #1341 for svg in explorer editing the description of this issue to `have svgs render in preview pane like jpegs do` || the fix is now available in 016  ||,1.0,0.0,resolve pr comments,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,call gc on preview unloading,   updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.,,963,call gc on preview unloading,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview,,have svgs render in preview pane like jpegs do,currently svgs do not render but jpegs do  would be great if we had them render in explorer and the preview pane (https://user-images entcom/1462282/71024072-fda8f080-20b8-11ea-985f-601e57c7739bpng),that should not be a powertoy imo but built into windows along with opening svgs in the photos app || for it being in photos not a bad idea  but wouldnt you want to use the tools inside edge / chrome to edit?also one of the things to remember about powertoys of the past is they got integrated back into windows :) || @crutkas and @ryanbodrug-microsoft  should we create another issue for the svg rendering in explorer since im currently working only on preview pane || > @crutkas and @ryanbodrug-microsoft should we create another issue for the svg rendering in explorer since im currently working only on preview paneyes please do if there isnt one in github already  we have this accounted for in ado but its moved to future work  || yeah right now just getting preview pane going is awesome enough || @crutkas  create a new issue #1341 for svg in explorer editing the description of this issue to `have svgs render in preview pane like jpegs do` || the fix is now available in 016  ||,1.0,0.0,added github issue link,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,call gc on preview unloading,   updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the  prevhost.exe  is not exiting on closing the file explorer.     963  *  applies to #1468       validated the previewhandlers with msi installation. there are no significant effect on performance of loading a new preview.,,1468,call gc on preview unloading,    updated logic to call garbage collection on unloading of the preview to mitigate the issue with web browser control not disposing properly and the `prevhostexe` is not exiting on closing the file explorer      963 *   applies to #1468      validated the previewhandlers with msi installation there are no significant effect on performance of loading a new preview,,[powerpreview] web browser control not disposing properly,description: [web browser control ]( used for preview handlers causing the `prevhostexe` not to exit the process even after all the file explorer closed using any other control instead of `web browser control` seems to be working as expectedexpected behaviour :1 `prevhostexe` process should exit when all explorer windows are closedactual behaviour: 1 `prevhostexe` process is not exiting on closing explorer window,,1.0,0.0,added github issue link,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0, an issue where zones do not fill up the whole screen,    this 1453 and also #286.         1453 .       the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height.      tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows.,,1453,  an issue where zones do not fill up the whole screen,    this  1453 and also #286         1453*    *        the code no longer assumes even divisibility and also no longer assumes that all zones must have equal width/height    tested manually in scenarios where effective screen width/height is not evenly divisible by the number of columns/rows,@przemyslawtusinski please review this pr (github doesnt let me add you as a reviewer) || manual testing: works as expected ||,fancyzones gap on right edge of screen 0151, ( 0150 the right most zone on the template zones no longer reaches the edge of the screen leaving a visible gap,hi @kruzkal thank you for reporting the problemit happens with 3 columns but not with 2 or 4 because all columns have the same size and the screen width is evenwell fix it || same as  (bottom edge vs left edge) || im working on a fix ||,1.0,0.0,fixup: added comments removed extra semicolons,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
